		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111110110  247  250  253  260  273  243  271  251  4.714545 0.787605 SUCCESS 143
111111000  224  246  265  246  238  244  251  249  4.608396 0.798493 SUCCESS 144
111111010  266  238  264  246  257  253  284  243  7.764178 0.456839 SUCCESS 145
111111100  230  249  276  254  246  244  238  242  5.595160 0.692476 SUCCESS 146
111111110  245  246  257  254  240  252  263  253  1.606602 0.990793 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  264  265  263  231  257  226  251  258  6.791378 0.559300 SUCCESS   0
000000011  272  261  245  230  247  247  289  263 11.335119 0.183424 SUCCESS   1
000000101  226  254  243  258  244  236  222  259  7.448057 0.489150 SUCCESS   2
000000111  265  243  246  248  256  230  260  265  4.366618 0.822624 SUCCESS   3
000001001  244  270  265  259  247  269  218  248  8.856574 0.354539 SUCCESS   4
000001011  260  253  263  269  250  233  267  261  5.543055 0.698265 SUCCESS   5
000001101  227  255  235  219  239  234  272  262 11.349729 0.182659 SUCCESS   6
000001111  260  270  218  234  258  239  225  256 10.859580 0.209783 SUCCESS   7
000010001  263  237  243  248  241  263  241  234  4.042481 0.853270 SUCCESS   8
000010011  244  275  273  265  259  264  205  261 15.885196 0.044053 SUCCESS   9
000010101  227  271  232  268  246  229  242  268 10.188162 0.252067 SUCCESS  10
000010111  258  222  272  250  264  257  250  220 10.247378 0.248091 SUCCESS  11
000011001  258  265  242  255  257  265  257  249  2.910651 0.939839 SUCCESS  12
000011011  236  257  249  228  252  238  276  254  6.494392 0.592030 SUCCESS  13
000011101  259  239  259  255  250  243  267  262  3.272929 0.916081 SUCCESS  14
000011111  273  251  255  225  252  245  243  228  7.203693 0.514824 SUCCESS  15
000100011  266  270  241  242  255  268  235  256  5.842109 0.664913 SUCCESS  16
000100101  239  252  263  256  235  265  255  247  3.369382 0.909087 SUCCESS  17
000100111  249  283  246  273  257  249  248  259  7.331434 0.501332 SUCCESS  18
000101001  251  221  227  233  260  271  258  232 10.705592 0.218945 SUCCESS  19
000101011  246  240  251  256  242  244  228  268  4.386529 0.820675 SUCCESS  20
000101101  223  242  259  245  239  252  257  261  4.937188 0.764268 SUCCESS  21
000101111  237  243  276  283  270  246  240  231 11.836259 0.158661 SUCCESS  22
000110011  262  268  263  257  257  267  265  228  7.178739 0.517477 SUCCESS  23
000110101  235  255  241  230  251  258  259  242  3.889527 0.866951 SUCCESS  24
000110111  282  262  230  271  252  229  259  270 12.150311 0.144622 SUCCESS  25
000111001  276  247  262  225  246  238  268  257  8.223426 0.411955 SUCCESS  26
000111011  228  253  252  260  266  247  255  277  6.690917 0.570318 SUCCESS  27
000111101  270  279  230  241  264  233  260  218 13.780954 0.087656 SUCCESS  28
000111111  270  276  266  240  246  231  205  228 17.860275 0.022299 SUCCESS  29
001000011  253  234  234  253  229  236  277  234  8.897172 0.351045 SUCCESS  30
001000101  243  240  245  221  222  246  261  226 10.380679 0.239317 SUCCESS  31
001000111  274  273  227  263  237  286  250  243 13.730529 0.089065 SUCCESS  32
001001011  216  230  266  244  232  254  258  267 10.508808 0.231113 SUCCESS  33
001001101  270  256  279  243  230  233  210  257 15.156501 0.056173 SUCCESS  34
001001111  248  258  244  244  246  268  244  251  2.139418 0.976437 SUCCESS  35
001010011  255  236  256  241  277  251  239  237  5.617527 0.689987 SUCCESS  36
001010101  240  243  236  270  245  254  258  235  4.445228 0.814888 SUCCESS  37
001010111  255  242  252  236  234  237  252  262  3.562545 0.894282 SUCCESS  38
001011011  222  240  241  241  237  253  242  254  5.386093 0.715625 SUCCESS  39
001011101  253  212  245  252  229  263  253  286 14.053762 0.080375 SUCCESS  40
001011111  240  240  243  258  275  236  247  248  4.743895 0.784565 SUCCESS  41
001100101  222  260  248  261  258  257  247  265  5.612614 0.690534 SUCCESS  42
001100111  246  260  273  256  266  266  259  254  5.347564 0.719864 SUCCESS  43
001101011  246  253  243  238  237  268  255  245  3.146610 0.924823 SUCCESS  44
001101101  242  232  243  231  245  245  244  246  3.714335 0.881934 SUCCESS  45
001101111  276  283  223  252  271  246  254  270 13.956792 0.082899 SUCCESS  46
001110101  261  268  239  251  255  228  242  273  6.907483 0.546647 SUCCESS  47
001110111  241  243  257  290  256  260  245  263  8.732840 0.365332 SUCCESS  48
001111011  247  243  230  243  269  251  249  228  5.596840 0.692289 SUCCESS  49
001111101  260  239  263  260  248  256  275  255  4.889349 0.769335 SUCCESS  50
001111111  248  254  270  279  243  241  215  234 11.880477 0.156617 SUCCESS  51
010000011  240  248  202  256  272  237  243  244 13.157632 0.106540 SUCCESS  52
010000111  258  220  269  240  234  223  258  239 10.728865 0.217540 SUCCESS  53
010001011  248  220  250  266  243  225  259  229  9.739903 0.283758 SUCCESS  54
010001111  280  275  254  260  247  267  242  212 14.266319 0.075083 SUCCESS  55
010010011  282  253  242  226  241  249  222  251 10.504541 0.231383 SUCCESS  56
010010111  211  240  235  246  255  259  265  235  9.997196 0.265223 SUCCESS  57
010011011  230  234  268  244  240  221  232  243  9.628711 0.292058 SUCCESS  58
010011111  253  247  253  260  241  275  269  263  5.647135 0.686690 SUCCESS  59
010100011  244  246  257  228  247  255  233  232  5.089754 0.747942 SUCCESS  60
010100111  260  251  248  244  267  251  247  249  1.826788 0.985869 SUCCESS  61
010101011  242  233  248  270  252  269  270  261  6.803531 0.557971 SUCCESS  62
010101111  281  247  261  266  231  263  258  230  9.690384 0.287433 SUCCESS  63
010110011  239  273  223  256  244  288  248  266 13.058206 0.109863 SUCCESS  64
010110111  251  245  245  244  259  263  241  256  1.878893 0.984502 SUCCESS  65
010111011  257  249  237  234  251  267  255  269  4.764582 0.782416 SUCCESS  66
010111111  242  243  213  264  260  235  259  229 10.439766 0.235506 SUCCESS  67
011000111  255  268  278  239  240  243  256  239  6.456638 0.596221 SUCCESS  68
011001111  273  256  261  263  267  261  261  278  8.993624 0.342834 SUCCESS  69
011010111  234  246  240  236  258  222  242  263  6.814909 0.556728 SUCCESS  70
011011111  256  284  248  249  262  263  258  288 12.500566 0.130228 SUCCESS  71
011101111  239  247  251  281  269  281  249  234 11.057527 0.198461 SUCCESS  72
011111111  251  252  254  275  253  226  228  246  7.159863 0.519487 SUCCESS  73
100000000  264  265  263  231  257  226  251  258  6.791378 0.559300 SUCCESS  74
100010000  240  279  227  235  233  258  259  236  9.615135 0.293084 SUCCESS  75
100100000  251  263  247  247  245  264  224  228  6.487539 0.592790 SUCCESS  76
100101000  246  215  260  276  254  259  274  274 13.520170 0.095162 SUCCESS  77
100110000  241  248  247  235  265  265  258  259  3.783895 0.876076 SUCCESS  78
100111000  243  261  245  242  250  252  228  261  3.588921 0.892180 SUCCESS  79
101000000  257  227  238  249  260  238  260  288 10.391152 0.238638 SUCCESS  80
101000100  239  262  274  235  217  258  244  266 10.388307 0.238822 SUCCESS  81
101001000  234  274  244  262  251  236  264  217 10.316291 0.243524 SUCCESS  82
101001100  236  257  248  238  267  261  230  236  5.784703 0.671334 SUCCESS  83
101010000  245  237  226  260  262  224  243  288 13.167329 0.106221 SUCCESS  84
101010100  207  269  234  257  239  239  232  246 12.803499 0.118792 SUCCESS  85
101011000  254  266  228  260  239  259  258  274  7.030182 0.533380 SUCCESS  86
101011100  228  221  268  247  222  240  230  251 12.164275 0.144023 SUCCESS  87
101100000  245  241  264  237  255  235  265  253  3.950554 0.861557 SUCCESS  88
101100100  257  238  251  259  246  262  257  223  5.017737 0.755679 SUCCESS  89
101101000  247  228  256  235  219  243  250  243  7.490853 0.484713 SUCCESS  90
101101100  247  225  244  265  235  250  235  227  7.744137 0.458854 SUCCESS  91
101110000  239  247  253  242  263  251  225  225  6.707855 0.568456 SUCCESS  92
101110100  254  246  255  261  242  242  229  266  4.149147 0.843422 SUCCESS  93
101111000  212  247  273  268  275  255  244  228 14.381778 0.072341 SUCCESS  94
101111100  244  257  260  259  261  256  246  261  2.322626 0.969490 SUCCESS  95
110000000  255  260  256  240  271  225  256  239  6.140129 0.631539 SUCCESS  96
110000010  267  251  233  280  253  269  240  273 10.260954 0.247186 SUCCESS  97
110000100  234  257  223  244  259  239  242  234  6.577915 0.582779 SUCCESS  98
110001000  256  279  221  234  253  256  240  242  9.029438 0.339819 SUCCESS  99
110001010  273  218  274  263  264  227  239  256 13.158667 0.106506 SUCCESS 100
110010000  246  254  251  235  262  279  236  238  6.549600 0.585911 SUCCESS 101
110010010  260  234  263  243  251  276  246  241  5.578998 0.694273 SUCCESS 102
110010100  245  239  244  271  262  245  252  258  3.560218 0.894466 SUCCESS 103
110011000  257  260  268  252  257  284  252  258  7.251790 0.509726 SUCCESS 104
110011010  244  275  239  257  220  245  230  246  8.980695 0.343927 SUCCESS 105
110100000  273  229  230  261  259  239  251  253  7.045309 0.531752 SUCCESS 106
110100010  244  242  274  259  227  232  226  240  9.450804 0.305704 SUCCESS 107
110100100  249  255  236  240  228  236  259  230  6.127071 0.633000 SUCCESS 108
110101000  264  221  232  244  271  249  228  256  9.755547 0.282604 SUCCESS 109
110101010  209  259  246  257  246  254  244  272  9.841139 0.276353 SUCCESS 110
110101100  266  243  243  246  253  267  275  262  5.952525 0.652550 SUCCESS 111
110110000  247  251  247  219  259  247  261  242  5.188921 0.737206 SUCCESS 112
110110010  249  238  239  262  223  268  247  223  9.099774 0.333949 SUCCESS 113
110110100  242  229  238  243  239  273  261  254  6.141293 0.631408 SUCCESS 114
110111000  243  276  245  259  249  247  215  247  8.582602 0.378720 SUCCESS 115
110111010  270  246  242  263  257  229  228  253  6.750651 0.563759 SUCCESS 116
110111100  236  265  250  258  245  266  251  244  3.324259 0.912393 SUCCESS 117
111000000  244  260  265  237  245  223  243  258  5.776687 0.672230 SUCCESS 118
111000010  234  248  248  217  261  265  233  221 11.695200 0.165330 SUCCESS 119
111000100  250  278  236  237  270  228  251  231  9.906562 0.271645 SUCCESS 120
111000110  228  248  216  282  260  266  261  232 14.351653 0.073048 SUCCESS 121
111001000  260  243  244  241  239  279  242  251  5.349503 0.719651 SUCCESS 122
111001010  274  242  256  254  248  247  271  236  5.555984 0.696830 SUCCESS 123
111001100  249  252  268  271  247  243  252  257  3.650077 0.887235 SUCCESS 124
111010000  264  252  232  238  279  229  268  252  9.426756 0.307583 SUCCESS 125
111010010  256  243  254  233  258  258  242  250  2.407184 0.965919 SUCCESS 126
111010100  249  249  212  254  285  240  243  255 11.835354 0.158703 SUCCESS 127
111010110  273  237  245  262  247  245  259  258  4.331063 0.826087 SUCCESS 128
111011000  229  268  255  235  268  243  268  255  7.189341 0.516349 SUCCESS 129
111011010  238  222  230  252  250  274  248  256  8.055733 0.428045 SUCCESS 130
111011100  251  251  235  251  257  245  231  247  2.776186 0.947608 SUCCESS 131
111100000  244  286  264  263  242  234  237  283 13.556760 0.094075 SUCCESS 132
111100010  248  241  268  253  269  270  242  249  5.152073 0.741206 SUCCESS 133
111100100  268  249  254  236  235  275  248  213 11.416315 0.179207 SUCCESS 134
111100110  254  294  237  272  252  264  243  256 11.966327 0.152713 SUCCESS 135
111101000  290  241  261  255  286  244  254  241 13.480606 0.096349 SUCCESS 136
111101010  250  279  239  252  269  254  270  243  7.421422 0.491920 SUCCESS 137
111101100  242  242  257  260  252  249  276  233  5.160735 0.740267 SUCCESS 138
111101110  258  265  244  243  259  241  235  225  5.730529 0.677387 SUCCESS 139
111110000  263  268  252  275  240  257  250  252  5.282529 0.726996 SUCCESS 140
111110010  261  233  257  228  235  284  243  230 11.469196 0.176504 SUCCESS 141
111110100  259  243  268  232  258  231  275  251  7.569463 0.476614 SUCCESS 142
111110110  237  240  266  282  256  237  249  239  7.762497 0.457007 SUCCESS 143
111111000  248  260  243  256  246  253  244  268  2.377188 0.967212 SUCCESS 144
111111010  257  240  230  234  256  244  261  246  4.191168 0.839477 SUCCESS 145
111111100  265  255  261  274  249  259  239  244  4.912881 0.766846 SUCCESS 146
111111110  251  252  254  275  253  226  228  246  7.159863 0.519487 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  250  240  240  279  233  259  246  232  7.241834 0.510780 SUCCESS   0
000000011  240  254  256  259  262  272  243  243  3.971499 0.859686 SUCCESS   1
000000101  233  238  262  238  253  257  249  228  5.224218 0.733365 SUCCESS   2
000000111  243  236  240  249  266  261  264  247  3.840267 0.871240 SUCCESS   3
000001001  262  243  230  269  266  245  247  242  5.412210 0.712746 SUCCESS   4
000001011  241  237  262  228  266  285  250  275 12.351620 0.136191 SUCCESS   5
000001101  231  258  250  229  239  265  248  288 11.006457 0.201334 SUCCESS   6
000001111  251  247  260  247  263  267  263  229  4.914562 0.766668 SUCCESS   7
000010001  264  268  246  258  259  242  243  236  4.098077 0.848168 SUCCESS   8
000010011  244  233  270  256  260  245  269  243  5.364630 0.717987 SUCCESS   9
000010101  244  242  241  244  266  253  256  250  2.142651 0.976323 SUCCESS  10
000010111  244  238  259  254  259  265  235  269  4.839572 0.774577 SUCCESS  11
000011001  259  269  268  244  260  242  241  263  5.037002 0.753614 SUCCESS  12
000011011  260  256  243  236  241  260  249  260  2.743733 0.949396 SUCCESS  13
000011101  238  249  253  250  262  240  228  258  3.911119 0.865052 SUCCESS  14
000011111  240  243  247  257  274  273  244  220  9.300566 0.317579 SUCCESS  15
000100011  266  253  252  250  260  239  255  232  3.472170 0.901339 SUCCESS  16
000100101  263  246  237  284  251  241  256  236  7.548388 0.478779 SUCCESS  17
000100111  245  242  255  250  254  241  260  261  1.788388 0.986826 SUCCESS  18
000101001  252  262  259  266  234  256  244  247  3.403515 0.906547 SUCCESS  19
000101011  269  243  258  270  249  231  261  254  5.685147 0.682452 SUCCESS  20
000101101  288  260  228  214  264  254  256  258 15.046343 0.058251 SUCCESS  21
000101111  243  271  277  280  253  274  249  252 11.220954 0.189491 SUCCESS  22
000110011  249  249  279  233  231  256  263  231  8.517697 0.384599 SUCCESS  23
000110101  234  247  244  241  236  234  259  294 11.794238 0.160623 SUCCESS  24
000110111  249  259  256  273  247  246  239  269  4.779451 0.780868 SUCCESS  25
000111001  231  256  253  252  263  267  267  271  6.619289 0.578209 SUCCESS  26
000111011  238  257  248  238  245  237  219  259  6.517018 0.589521 SUCCESS  27
000111101  249  244  255  233  241  260  292  243  9.704347 0.286393 SUCCESS  28
000111111  254  248  234  257  228  251  266  221  7.884679 0.444815 SUCCESS  29
001000011  233  249  260  244  268  287  261  258  9.540275 0.298785 SUCCESS  30
001000101  261  266  251  281  265  267  255  260  8.197438 0.414425 SUCCESS  31
